"id";"title";"legal_areas";"revisions";"nodes";"log_nodes";"log_section_nodes";"text_nodes";"nontext_nodes";"above_section_nodes";"section_nodes";"below_section_nodes";"mean_depth";"mean_leaf_depth";"tokens";"tokens_per_section";"tokens_per_text_node";"entropy_lemma";"entropy_word";"num_words";"num_sentences";"avg_sentence_length";"avg_syllables_per_word";"avg_word_length";"citations";"citations_internal";"citations_out";"citations_in";"citations_external";"net_flow";"net_flow_per_section";"flesch";"bijlage_cits";"unkown_doc";"empty_doc";"bad_doc"
"BWBR0028714";"Pensioenwet ambtenaren BES";"Arbeidsrecht en sociaal-zekerheidsrecht";10;233;2.367355921026019;1.9294189257142929;198;35;17;85;130;3.133047210300429;3.3118279569892475;3961;46.6;20.005050505050505;5.740370563295961;5.891091913695499;3918;243;16.38973063973064;2.1800771840866973;6.54920362469255;24;18;6;6;12;0;0.0;5.764893626938857;0;0;0;0
"BWBR0028724";"Wet tot inschrijving van arbeidskrachten 1945 BES";"Arbeidsrecht en sociaal-zekerheidsrecht";3;71;1.8512583487190752;1.2041199826559248;60;11;3;16;51;2.211267605633803;2.490566037735849;1680;105.0;28.0;5.411540823970556;5.533725447350765;1669;74;21.945833333333333;2.020937591575166;6.0058726261877355;5;5;0;0;0;0;0.0;13.588658919407607;0;0;0;0
"BWBR0028728";"Wet ziekteverzekering BES ";"Arbeidsrecht en sociaal-zekerheidsrecht";11;159;2.2013971243204513;1.462397997898956;127;32;15;29;114;2.9056603773584904;3.2521008403361344;3899;134.44827586206895;30.700787401574804;5.775608726952149;5.941761918838793;3858;180;23.75334645669291;1.8885758489555253;5.560805891604296;59;26;33;12;45;21;0.7241379310344828;22.95183652481927;0;0;0;0
"BWBR0028729";"Onteigeningswet BES ";"Ruimtelijke ordening en milieu";3;279;2.4456042032735974;2.0;223;56;11;100;167;3.2795698924731185;3.5141509433962264;7614;76.14;34.143497757847534;6.163452612736606;6.377262986043953;7496;272;28.665695067264572;1.9471825085236536;5.846245894543525;144;79;21;0;21;21;0.21;13.007679285625386;0;0;0;0
"BWBR0028734";"Wet zorginstellingen BES ";"Gezondheidsrecht en farmaceutisch recht";5;117;2.0681858617461617;1.414973347970818;94;23;10;26;80;3.606837606837607;3.988235294117647;2193;84.34615384615384;23.329787234042552;5.65131320375639;5.801823984453634;2179;126;18.854609929078013;2.1629999316314605;6.360698389615763;10;9;1;3;4;-2;-0.07692307692307693;4.707776705964278;0;0;0;0
"BWBR0028743";"Burgerlijk Wetboek BES Boek 1";"Personen- en familierecht;Personen- en familierecht";8;1756;3.244524511570084;2.6954816764901977;1333;423;109;496;1150;4.683371298405467;4.993725490196079;47554;95.875;35.674418604651166;6.569949920676776;6.816473769914207;47113;1809;27.150487621905476;1.824599777309994;5.442329990760854;558;369;67;156;223;-89;-0.17943548387096775;24.91611390334046;0;0;0;0
"BWBR0028744";"Burgerlijk Wetboek BES Boek 2";"Ondernemingspraktijk";3;1162;3.065206128054312;2.3502480183341627;934;228;28;224;909;4.47934595524957;4.725950782997763;36977;165.07589285714286;39.58993576017131;6.331454213733396;6.606127830771252;36536;1499;25.24712705210563;1.8865849561740058;5.632567304550579;508;364;22;80;102;-58;-0.25892857142857145;21.60407874979191;0;0;3;3
"BWBR0028745";"Burgerlijk Wetboek BES Boek 3 ";"Goederenrecht";3;904;2.9561684304753633;2.4742162640762553;702;202;29;298;576;4.251106194690266;4.491923641703377;25462;85.44295302013423;36.27065527065527;6.588504624672884;6.844951654211128;25276;918;28.795868945868943;1.8434445492052887;5.60505407505431;212;88;57;237;294;-180;-0.6040268456375839;21.651784157175626;0;0;0;0
"BWBR0028746";"Burgerlijk Wetboek BES Boek 4";"Personen- en familierecht";2;529;2.7234556720351857;2.4683473304121573;420;109;29;294;205;4.141776937618148;4.3189448441247;13211;44.935374149659864;31.454761904761906;6.323723429935028;6.565423677921055;13152;499;27.015079365079362;1.9807821451837573;5.827249432435767;63;40;8;29;37;-21;-0.07142857142857142;11.840524961898609;0;0;0;0
"BWBR0028747";"Burgerlijk Wetboek BES Boek 4 [oud]";"Staats- en bestuursrecht";1;7;0.8450980400142568;0.3010299956639812;3;4;2;2;2;2.2857142857142856;2.5;98;49.0;32.666666666666664;3.191461911286005;3.230432166487728;84;3;32.666666666666664;2.2501690331304935;6.353341847594721;14;0;14;0;14;14;7.0;-16.685966869506387;0;0;0;0
"BWBR0028748";"Burgerlijk Wetboek BES Boek 5";"Goederenrecht";2;493;2.69284691927723;2.161368002234975;385;108;14;145;333;4.119675456389452;4.366310160427807;13752;94.84137931034483;35.71948051948052;6.261961568931597;6.470913185079574;13646;499;28.09796536796537;1.807032198297322;5.395509396912491;111;82;10;41;51;-31;-0.21379310344827587;25.440641175561723;0;0;0;0
"BWBR0028749";"Burgerlijk Wetboek BES Boek 6";"Contracten, schade en aansprakelijkheid";1;775;2.88930170250631;2.4345689040341987;597;178;37;272;465;4.667096774193548;4.927943760984183;20211;74.30514705882354;33.85427135678392;6.383560908615168;6.611132305148079;20029;694;30.256979341150192;1.8291402215878894;5.517372615689628;215;127;22;135;157;-113;-0.41544117647058826;21.378903222397128;0;0;0;0
"BWBR0028751";"Burgerlijk Wetboek BES Boek 7";"Contracten, schade en aansprakelijkheid";1;552;2.741939077729199;2.2380461031287955;421;131;27;173;351;4.481884057971015;4.761904761904762;14871;85.95953757225433;35.32304038004751;6.293647986724932;6.515379974995854;14696;524;29.028305621536024;1.8243632501647404;5.455472326329624;184;109;31;33;64;-2;-0.011560693641618497;23.030138830203924;0;0;0;0
"BWBR0028752";"Burgerlijk Wetboek BES Boek 7a";"Contracten, schade en aansprakelijkheid";5;838;2.9232440186302764;2.5024271199844326;668;170;54;318;465;4.712410501193317;4.95;20731;65.19182389937107;31.03443113772455;6.582850754205778;6.813261229903348;20625;808;25.955863273453087;1.9004593057185424;5.708195568098876;276;82;55;64;119;-9;-0.02830188679245283;19.71094151365645;0;0;1;1
"BWBR0028753";"Burgerlijk Wetboek BES Boek 8";"Vervoersrecht";5;1109;3.04493154614916;2.5415792439465807;887;222;51;348;709;5.670874661857529;5.92831541218638;33256;95.5632183908046;37.49267192784667;6.476360420217801;6.697303782132591;32688;1177;29.248290116497554;1.8400242504793338;5.528000794841228;507;307;68;70;138;-2;-0.005747126436781609;21.48193394120335;0;6;0;6
"BWBR0028756";"Wapenwet BES ";"Openbare orde en veiligheidsrecht";1;75;1.8750612633917;1.3617278360175928;63;12;0;23;51;1.76;1.9482758620689655;2001;87.0;31.761904761904763;5.528583377557774;5.696013015638883;1980;79;26.57936507936508;1.9947362578707213;5.799257787902662;22;20;2;7;9;-5;-0.21739130434782608;11.102257028581448;0;0;0;0
"BWBR0028899";"Wet griffierechten burgerlijke zaken ";"Procesrecht";20;246;2.3909351071033793;1.7993405494535817;224;22;8;63;174;3.5569105691056913;3.7536945812807883;7841;124.46031746031746;35.004464285714285;5.363894421290289;5.510023218430563;7723;372;27.216128117913833;1.9441484635687907;5.947285662582385;136;15;94;54;148;40;0.6349206349206349;14.735669942397806;0;0;18;18
"BWBR0028917";"Faillissementswet BES";"Insolventierecht";1;838;2.9232440186302764;2.456366033129043;649;189;22;286;529;3.747016706443914;3.9746835443037973;21663;75.74475524475524;33.37904468412943;6.439985659740963;6.628134229591218;21407;842;26.948638931689775;1.890394166961905;5.782913052714117;341;235;35;40;75;-5;-0.017482517482517484;19.554784959357733;0;0;0;0
"BWBR0029211";"Tweede Aanpassingswet openbare lichamen Bonaire, Sint Eustatius en Saba – A";"Staats- en bestuursrecht";3;7;0.8450980400142568;0.6020599913279624;5;2;0;4;2;1.1428571428571428;1.4;118;29.5;23.6;3.813897920019908;3.863089515034898;115;9;20.3;1.95848158131177;5.610714285714286;1;1;0;0;0;0;0.0;20.542958221024264;0;0;0;0
"BWBR0029236";"Douane- en Accijnswet BES";"Belastingrecht;Belastingrecht";17;2093;3.3207692283386865;2.597695185925512;1732;361;77;396;1619;5.183468705207836;5.473237597911227;44542;112.47979797979798;25.717090069284065;6.7102773390344685;6.922495519370441;44412;2079;22.754955735180907;2.0024350739123236;5.922487004751332;310;224;22;45;67;-23;-0.05808080808080808;14.332712675808835;0;0;0;0
"BWBR0029244";"Belastingwet BES";"Belastingrecht";22;1293;3.111598524880394;2.423245873936808;1031;262;92;265;935;4.551430781129157;4.908700322234157;32096;121.11698113207547;31.13094083414161;6.677039428880478;6.908177147717059;31940;1283;25.708195926285157;1.9433198330710613;5.760815213320873;296;192;81;131;212;-50;-0.18867924528301888;16.336323257008814;0;0;0;0
"BWBR0029250";"Derde Aanpassingswet openbare lichamen Bonaire, Sint Eustatius en Saba";"Staats- en bestuursrecht";2;39;1.591064607026499;1.3222192947339193;35;4;0;21;17;1.564102564102564;1.6363636363636365;609;29.0;17.4;4.514784374024837;4.598850402741731;604;67;12.576190476190476;2.146088579685932;6.1712929107082415;20;10;10;1;11;9;0.42857142857142855;12.511072825236823;0;0;0;0
"BWBR0029268";"Invoeringswet fiscaal stelsel BES";"Belastingrecht";8;103;2.012837224705172;1.5314789170422551;79;24;14;34;54;3.3009708737864076;3.4683544303797467;2898;85.23529411764706;36.68354430379747;5.29625430305714;5.394795162463378;2852;110;25.864978902953585;2.163829319708341;6.35643191594971;78;6;63;0;63;63;1.8529411764705883;-2.4779140338235095;0;0;0;0
"BWBR0029281";"Wet inkomstenbelasting BES";"Belastingrecht;Staats- en bestuursrecht";23;386;2.586587304671755;1.9084850188786497;341;45;19;81;285;3.215025906735751;3.4257425742574257;9609;118.62962962962963;28.178885630498534;6.2740385158566285;6.4297251939860995;9513;432;21.895161290322577;2.175661582345097;6.445272955145438;114;65;37;58;95;-21;-0.25925925925925924;0.5504414239273956;0;4;0;4
"BWBR0029283";"Wet loonbelasting BES";"Belastingrecht";14;172;2.2355284469075487;1.5563025007672873;144;28;10;36;125;3.058139534883721;3.3053435114503817;3876;107.66666666666667;26.916666666666668;5.740750341025428;5.8794732615375676;3846;181;21.028935185185187;2.010700017660212;5.976282952923636;32;10;22;39;61;-17;-0.4722222222222222;15.385409292983127;0;0;0;0
"BWBR0029582";"Tweede Aanpassingswet openbare lichamen Bonaire, Sint Eustatius en Saba – B";"Staats- en bestuursrecht";1;7;0.8450980400142568;0.7781512503836436;6;1;0;6;0;0.8571428571428571;1.0;87;14.5;14.5;3.3420246166911007;3.378053720556845;87;12;11.0;2.228571428571428;6.2329365079365076;0;0;0;0;0;0;0.0;7.132857142857205;0;0;0;0
"BWBR0029629";"Aanpassingswet Wet luchtvaart (implementatie richtlijn nr. 2009/12/EG (luchthavengelden)(PbEG L 70))";"Vervoersrecht";1;9;0.9542425094393249;0.47712125471966244;7;2;0;3;5;1.7777777777777777;2.1666666666666665;149;49.666666666666664;21.285714285714285;3.65561375206048;3.7273555992135505;149;8;21.428571428571427;1.6280145084656363;5.175135390924865;29;0;4;0;4;4;1.3333333333333333;47.35497258380718;0;0;0;0
"BWBR0029672";"Wet uitvoering EU-handelingen energie-efficiëntie";"Ruimtelijke ordening en milieu";17;224;2.3502480183341627;1.6232492903979006;187;37;16;42;165;3.580357142857143;3.9212121212121214;4792;114.0952380952381;25.62566844919786;5.642336430992819;5.773675209191761;4654;238;22.685828877005342;1.9523757718226868;5.830083560237914;130;85;37;8;45;29;0.6904761904761905;18.637893393640297;0;0;0;0
"BWBR0029910";"Intrekkingswet Wet stedelijke vernieuwing";"Ruimtelijke ordening en milieu";2;16;1.2041199826559248;0.8450980400142568;14;2;0;7;8;1.625;1.7692307692307692;285;40.714285714285715;20.357142857142858;3.8127800458212535;3.899997113066245;269;23;17.571428571428573;2.0252239738428535;6.049875633822206;16;3;13;0;13;13;1.8571428571428572;17.666051812894608;0;0;0;0
"BWBR0030033";"Wet stichting administratiekantoor beheer financiële instellingen";"Bank- en effectenrecht, financiering";2;48;1.6812412373755872;1.0791812460476249;37;11;0;12;35;2.125;2.3823529411764706;942;78.5;25.45945945945946;4.885187955921673;4.932478910473426;935;48;20.77027027027027;2.1123276774184645;6.095464950572821;8;5;3;1;4;2;0.16666666666666666;7.050254166073614;0;0;0;0
"BWBR0030059";"Vaststellings- en Invoeringswet Boek 10 Burgerlijk Wetboek";"Internationaal privaatrecht Inclusief internationaal procesrecht";1;26;1.414973347970818;0.9542425094393249;25;1;0;9;16;1.5769230769230769;1.6666666666666667;229;25.444444444444443;9.16;3.876804421139125;3.808453861260462;207;33;8.48;2.2192820512820512;7.066352018352019;16;0;16;0;16;16;1.7777777777777777;10.476538461538468;0;0;0;0
"BWBR0030068";"Burgerlijk Wetboek Boek 10";"Internationaal privaatrecht Inclusief internationaal procesrecht";11;454;2.6570558528571038;2.1492191126553797;343;111;47;141;265;3.2312775330396475;3.589905362776025;13509;95.80851063829788;39.38483965014577;5.980650778410543;6.175419556337153;13092;486;29.67400388726919;1.8744628761927797;5.5906644853060286;98;57;37;14;51;23;0.16312056737588654;18.136326728512643;0;0;0;0
"BWBR0030250";"Wet dieren";"Ruimtelijke ordening en milieu";15;1175;3.070037866607755;2.2174839442139063;1016;159;37;165;972;4.13531914893617;4.445676274944567;23471;142.24848484848485;23.101377952755904;6.260986674936058;6.4808344007380905;23355;1162;21.004101049868765;1.9446968361675845;5.737320697230406;524;342;104;128;232;-24;-0.14545454545454545;20.99448509460555;0;0;0;0
"BWBR0030263";"Wet goedkeuring ministeriële regelingen BES";"Staats- en bestuursrecht";1;11;1.041392685158225;0.47712125471966244;10;1;0;3;7;1.5454545454545454;1.7777777777777777;73;24.333333333333332;7.3;3.2150787467207467;3.3081429049451208;73;12;6.6;2.6423376623376624;7.474621212121212;2;0;2;0;2;2;0.6666666666666666;-23.40576623376623;0;0;0;0
"BWBR0030280";"Wet primair onderwijs BES";"Onderwijsrecht";33;993;2.996949248495381;2.1986570869544226;840;153;35;158;799;5.51460221550856;5.793923381770146;28420;179.873417721519;33.833333333333336;6.169339432278349;6.394413330179128;27877;1118;26.08539186507936;1.9140712404652556;5.809232310042712;400;269;100;29;129;71;0.44936708860759494;18.427900313583848;0;0;1;1
"BWBR0030281";"Leerplichtwet BES";"Onderwijsrecht";14;195;2.290034611362518;1.6812412373755872;161;34;7;48;139;2.825641025641026;3.104895104895105;6270;130.625;38.94409937888199;5.496415839425269;5.687044676945928;6086;201;31.498964803312628;1.858229739094408;5.5933110242267485;149;102;38;13;51;25;0.5208333333333334;17.65731479725079;0;0;0;0
"BWBR0030284";"Wet voortgezet onderwijs BES";"Onderwijsrecht";57;1453;3.1622656142980214;2.342422680822206;1263;190;38;220;1194;5.4693737095664146;5.740143369175628;38296;174.07272727272726;30.321456848772762;6.297426366341924;6.52218271706156;37629;1647;23.635935603061494;1.9567926544538976;5.8908994046566825;788;432;170;125;295;45;0.20454545454545456;17.299866796092857;0;0;8;8
"BWBR0030386";"Wet implementatie Maritiem Arbeidsverdrag";"Arbeidsrecht en sociaal-zekerheidsrecht";4;36;1.5563025007672873;1.2041199826559248;30;6;4;16;15;2.25;2.5172413793103448;562;35.125;18.733333333333334;4.2990897662545;4.396351561123102;513;51;15.066666666666666;2.1754568089642428;6.372535869877638;77;4;73;1;74;72;4.5;7.498687294958415;0;0;0;0
"BWBR0030545";"Wet strategische diensten ";"Financieel en economisch recht;Openbare orde en veiligheidsrecht";16;205;2.311753861055754;1.5797835966168101;162;43;20;38;146;3.926829268292683;4.364285714285714;5153;135.60526315789474;31.808641975308642;5.065677822406077;5.15506910788794;5003;220;27.52294238683128;2.007041539692338;5.784581643599212;95;51;36;14;50;22;0.5789473684210527;9.103499219394479;0;0;0;0
"BWBR0030555";"Uitvoeringswet internationale inning levensonderhoud";"Personen- en familierecht";2;47;1.6720978579357175;1.1139433523068367;34;13;5;13;28;2.4468085106382977;2.8484848484848486;1029;79.15384615384616;30.264705882352942;4.799784625059178;4.890594149991224;998;47;23.073529411764703;1.9287090179600237;5.748183918281022;17;6;6;0;6;6;0.46153846153846156;20.24658472764085;0;0;0;0
"BWBR0030651";"Wet verzekering zeeschepen ";"Contracten, schade en aansprakelijkheid;Vervoersrecht";1;24;1.380211241711606;0.9542425094393249;21;3;0;9;14;1.5416666666666667;1.736842105263158;367;40.77777777777778;17.476190476190474;4.324565710797746;4.42334608156752;353;32;13.416666666666666;1.8952040819599423;5.714742093214009;3;2;1;2;3;-1;-0.1111111111111111;32.88281799952222;0;0;0;0
"BWBR0030733";"Wet College voor de rechten van de mens";"Staats- en bestuursrecht";6;136;2.1335389083702174;1.6334684555795866;108;28;6;43;86;2.676470588235294;2.96;3181;73.97674418604652;29.453703703703702;5.435151252372853;5.603465532677341;3114;145;24.88425925925926;1.9372479386073715;5.576605126116411;88;20;62;60;122;2;0.046511627906976744;17.686301245668233;0;0;0;0
"BWBR0030734";"Goedkeurings- en reparatiewet BES";"Staats- en bestuursrecht";1;11;1.041392685158225;1.0;10;1;0;10;0;0.9090909090909091;1.0;78;7.8;7.8;3.2534092301682604;3.234560765008762;78;17;6.45;1.853409090909091;5.848946608946609;0;0;0;0;0;0;0.0;43.48984090909093;0;0;0;0
"BWBR0030824";"Wet ter voorkoming van witwassen en financieren van terrorisme BES";"Openbare orde en veiligheidsrecht";7;391;2.5921767573958667;1.9138138523837167;319;72;23;82;285;3.5294117647058822;3.833898305084746;9634;117.48780487804878;30.20062695924765;6.093469525900087;6.283776072077142;9586;392;26.264629049111807;1.9902760324938125;5.795842015208138;273;148;59;3;62;56;0.6829268292682927;11.799049166174996;9;0;0;0
"BWBR0030850";"Wet wederzijdse bijstand in de Europese Unie bij de invordering van belastingschulden en enkele andere schuldvorderingen 2012";"Procesrecht";3;216;2.3344537511509307;1.7075701760979363;169;47;14;51;150;3.560185185185185;3.878980891719745;5366;105.2156862745098;31.75147928994083;5.517352015175215;5.684785331118946;5276;206;27.300788954635106;2.036888872285197;5.970526812802737;120;53;17;0;17;17;0.3333333333333333;6.803900615717708;0;0;0;0
"BWBR0030883";"Wet financiële markten BES ";"Bank- en effectenrecht, financiering";7;1329;3.123524980942732;2.4712917110589387;1066;263;57;296;975;3.8607975921745674;4.166153846153846;32712;110.51351351351352;30.686679174484052;6.526758681686938;6.758538702224047;32572;1282;27.409161976235143;1.999915064785096;5.919506944405462;792;394;123;53;176;70;0.23648648648648649;9.821886113302213;0;0;0;0
"BWBR0031001";"Intrekkingswet Wet werk en inkomen kunstenaars";"Arbeidsrecht en sociaal-zekerheidsrecht;Arbeidsrecht en sociaal-zekerheidsrecht";1;25;1.3979400086720377;1.380211241711606;24;1;0;24;0;0.96;1.0;213;8.875;8.875;3.7194165180369554;3.6386148030239447;206;45;7.104166666666667;2.3992890211640208;7.035577501202501;2;0;2;0;2;2;0.08333333333333333;-3.3555803571427987;0;0;0;0
"BWBR0031218";"Wet volkshuisvesting, ruimtelijke ordening en milieubeheer BES";"Ruimtelijke ordening en milieu;Wonen, onroerend goed, bouwrecht";6;745;2.8721562727482928;2.05307844348342;635;110;28;113;603;3.8604026845637582;4.174545454545455;16457;145.63716814159292;25.916535433070866;6.2103153842245575;6.421647801863813;16413;762;22.610629921259843;1.9570131518936462;5.782945836875232;309;214;44;13;57;31;0.2743362831858407;18.321897979718813;0;0;0;0
"BWBR0031263";"Wet Raad voor de leefomgeving en infrastructuur";"Ruimtelijke ordening en milieu";3;9;0.9542425094393249;0.7781512503836436;7;2;0;6;2;1.1111111111111112;1.2857142857142858;214;35.666666666666664;30.571428571428573;4.159142305847861;4.2368798993417025;213;9;28.928571428571427;1.6439581095596136;5.0182111895995485;3;1;2;0;2;2;0.3333333333333333;38.39364393125672;0;0;0;0
"BWBR0031331";"Wet gemeentelijke schuldhulpverlening";"Insolventierecht";8;72;1.8573324964312685;1.3010299956639813;61;11;0;20;51;1.8472222222222223;2.0357142857142856;1735;86.75;28.442622950819672;5.3072412445078925;5.426050017383926;1711;75;26.024590163934427;1.966745278343676;5.722360156130077;30;14;11;7;18;4;0.2;14.033390435731576;0;0;0;0
"BWBR0031339";"Reparatiewet BZK op het terrein van het wonen";"Ruimtelijke ordening en milieu;Wonen, onroerend goed, bouwrecht";3;12;1.0791812460476249;0.8450980400142568;9;3;0;7;4;1.25;1.4444444444444444;158;22.571428571428573;17.555555555555557;3.9546694492173513;4.061307476995806;154;16;12.944444444444445;2.2319447301296425;6.633283676051685;9;6;3;0;3;3;0.42857142857142855;4.873864719921158;0;0;0;0
"BWBR0031401";"Veteranenwet";"Staats- en bestuursrecht";5;61;1.7853298350107671;1.2041199826559248;53;8;0;16;44;2.081967213114754;2.3260869565217392;1261;78.8125;23.79245283018868;5.167002180373327;5.217388606369386;1246;66;20.358490566037737;2.1080876119519174;5.934119430324027;19;8;5;3;8;2;0.125;7.826920104339507;0;0;0;0
"BWBR0031640";"Wet Naleving Europese regelgeving publieke entiteiten";"Financieel en economisch recht";5;41;1.6127838567197355;1.0791812460476249;37;4;0;12;28;1.8780487804878048;2.0303030303030303;1080;90.0;29.18918918918919;5.02118663891801;5.1265315047892726;1051;49;24.653153153153152;1.997394870857082;5.922542716782317;34;5;20;1;21;19;1.5833333333333333;12.832443475040435;0;0;0;0
"BWBR0031758";"Invoeringswet vereenvoudiging en flexibilisering bv-recht";"Ondernemingspraktijk";1;42;1.6232492903979006;1.380211241711606;32;10;6;24;11;2.0714285714285716;2.34375;644;26.833333333333332;20.125;4.391428778399182;4.479930408779438;613;60;13.408854166666668;2.097871507357959;6.341035328348138;22;0;19;0;19;19;0.7916666666666666;15.745083498350027;0;0;0;0
"BWBR0031788";"Politiewet 2012";"Openbare orde en veiligheidsrecht";13;638;2.8048206787211623;2.1335389083702174;508;130;32;136;469;3.970219435736677;4.284501061571126;14801;108.83088235294117;29.135826771653544;6.052818367405916;6.2585495835182385;14598;633;24.308398950131227;2.026403295030603;5.862060041956292;264;159;89;111;200;-22;-0.16176470588235295;10.728256306027816;0;2;0;2
"BWBR0031794";"Invoerings- en aanpassingswet Politiewet 2012";"Openbare orde en veiligheidsrecht";2;123;2.089905111439398;1.8325089127062364;95;28;11;68;43;2.959349593495935;3.202127659574468;2098;30.852941176470587;22.08421052631579;5.208152917471368;5.300423440313203;2009;186;15.597192982456137;2.1724008576897824;6.449278876142105;64;0;54;0;54;54;0.7941176470588235;7.2187365622514506;3;0;0;0
"BWBR0031796";"Wet bankenbelasting";"Belastingrecht";7;78;1.8920946026904804;1.255272505103306;63;15;7;18;52;2.7051282051282053;3.0925925925925926;1833;101.83333333333333;29.095238095238095;4.935350546537768;5.017574279882096;1761;94;21.77513227513228;2.002006283262505;5.806955031441693;45;25;20;0;20;20;1.1111111111111112;15.363509176732805;0;0;0;0
"BWBR0032091";"Wet op de verlening van bijstand aan de Europese Commissie bij controles en verificaties ter plaatse";"Financieel en economisch recht";2;21;1.3222192947339193;0.6020599913279624;17;4;0;4;16;1.7142857142857142;2.0;396;99.0;23.294117647058822;4.131090918236992;4.204260714088142;387;22;20.401960784313726;1.9252774247564484;5.491058268138721;16;2;9;0;9;9;2.25;23.248539669526053;0;0;0;0
"BWBR0032155";"Wet bestuurlijke boete meldingsplichten door ministers verstrekte subsidies ";"Financieel en economisch recht";2;30;1.4771212547196624;1.041392685158225;26;4;0;11;18;1.7666666666666666;1.9166666666666667;921;83.72727272727273;35.42307692307692;4.741524768577833;4.821553046226542;894;31;33.11538461538461;1.9205308263574887;5.850979748255498;10;6;4;0;4;4;0.36363636363636365;10.745976705541096;0;0;0;0
"BWBR0032203";"Aanbestedingswet 2012";"Contracten, schade en aansprakelijkheid";19;2507;3.3991543339582164;2.6334684555795866;2073;434;167;430;1909;4.462305544475469;4.810722100656455;60274;140.17209302325583;29.07573564881814;6.42280030794406;6.640872744525126;59846;2371;27.01469689660718;2.016365276377952;6.21739331237784;1019;728;67;8;75;59;0.1372093023255814;8.830580268368976;0;0;10;10
"BWBR0032232";"Wet implementatie richtlijn nr. 2008/52/EG betreffende bepaalde aspecten van bemiddeling/mediation in burgerlijke en handelszaken";"Arbitrage";2;20;1.3010299956639813;0.9030899869919435;17;3;0;8;11;1.6;1.8;667;83.375;39.23529411764706;4.8680227083260235;4.894488508154116;667;24;29.176470588235293;1.9542841476278245;5.607867893773841;1;0;1;0;1;1;0.125;11.888443463627254;0;0;0;0
"BWBR0032249";"Wet normering topinkomens";"Arbeidsrecht en sociaal-zekerheidsrecht";61;244;2.3873898263387296;1.6720978579357175;206;38;6;47;190;2.9959016393442623;3.2473684210526317;8700;185.10638297872342;42.23300970873787;5.5146014629241735;5.683987508543023;8620;306;30.06553398058253;2.0419176537079724;5.866994216430245;227;184;31;23;54;8;0.1702127659574468;3.572249506014316;16;0;0;0
"BWBR0032250";"Goedkeuringswet verhoging AOW-leeftijd";"Arbeidsrecht en sociaal-zekerheidsrecht";2;8;0.9030899869919435;0.6020599913279624;6;2;0;4;3;1.25;1.5;117;29.25;19.5;3.2965034456776285;3.4319513083606625;117;8;18.75;1.9207112332112333;5.99335927960928;8;4;4;0;4;4;1.0;25.311579670329678;0;0;0;0
"BWBR0032573";"Wet op het accountantsberoep";"Ondernemingspraktijk";10;309;2.4899584794248346;1.8750612633917;244;65;21;75;212;3.44336569579288;3.780701754385965;5167;68.89333333333333;21.17622950819672;5.95258397484944;6.111086437554152;5087;302;18.429644808743173;2.027374602201616;6.069728734719646;76;44;32;31;63;1;0.013333333333333334;16.613019172868974;0;0;0;0
"BWBR0032660";"Wet opslag duurzame energie- en klimaattransitie";"Ruimtelijke ordening en milieu";8;34;1.5314789170422551;0.6989700043360189;30;4;0;5;28;2.588235294117647;2.92;1231;246.2;41.03333333333333;4.188431363489789;4.197745030556217;1030;71;26.846296296296295;1.6596785239355532;4.7920677547544015;15;0;15;0;15;15;3.0;39.17720613431149;0;0;0;0
"BWBR0032739";"Wet verbod pelsdierhouderij ";"Agrarisch recht";5;43;1.6334684555795866;1.146128035678238;39;4;0;14;28;1.8604651162790697;2.0294117647058822;880;62.857142857142854;22.564102564102566;4.902086369048087;4.9816356437787395;853;53;18.82051282051282;1.8143816954492547;5.586069984400729;14;10;4;4;8;0;0.0;34.23548805217257;0;0;0;0
"BWBR0032775";"Wet voorraadvorming aardolieproducten 2012";"Ondernemingspraktijk";6;195;2.290034611362518;1.568201724066995;160;35;12;37;145;4.17948717948718;4.457746478873239;3713;100.35135135135135;23.20625;5.827529949621881;5.923434830242234;3627;211;19.13083333333333;2.0377841550378752;6.086186160411792;43;19;24;8;32;16;0.43243243243243246;15.020664650462464;0;0;0;0
"BWBR0032789";"Kaderwet subsidies I en M";"Ruimtelijke ordening en milieu;Ruimtelijke ordening en milieu";4;58;1.7634279935629373;1.3010299956639813;52;6;0;20;37;1.793103448275862;1.9183673469387754;1004;50.2;19.307692307692307;4.805855880815269;4.986830005680864;995;66;15.85576923076923;2.0947336880143235;6.308887334724868;24;4;20;14;34;6;0.3;13.526924224757465;0;0;0;0
"BWBR0032826";"Rijkswet aanpassing Wet militaire strafrechtspraak, enz. (gewijzigde regelgeving en herstel technische onvolkomenheden)";"Staats- en bestuursrecht";2;13;1.1139433523068367;1.0;11;2;0;10;2;1.0769230769230769;1.1818181818181819;205;20.5;18.636363636363637;3.5604260046507785;3.7161431716807254;203;19;17.181818181818183;1.9461853832442066;6.326699058900198;8;4;4;0;4;4;0.4;24.748171122994677;0;0;0;0
"BWBR0032904";"Wet nadeelcompensatie en schadevergoeding bij onrechtmatige besluiten ";"Contracten, schade en aansprakelijkheid;Staats- en bestuursrecht";1;19;1.2787536009528289;0.8450980400142568;15;4;0;7;11;1.631578947368421;1.8571428571428572;364;52.0;24.266666666666666;3.878959104818197;4.020000267918158;362;20;22.866666666666667;1.9311479679591135;6.047023121357485;6;2;4;0;4;4;0.5714285714285714;20.250215243992358;0;0;0;0
